Title,Description,Category,Ingredients,Time_prep,Time_cook,Preparation,Image URL
Quinoa bowl complet sardines et avocat,N/A,N/A,"{'Quinoa': '200 g', 'Avocat(s)': '2', 'Tomate(s)': '2', 'Poivron(s) jaune(s)': '1', 'Poivron(s) rouge(s)': '1', ""Sardine(s) à l'huile"": '1 boîte(s)', 'Maïs': '100 g', ""Mélange d'oléagineux(s)"": '100 g', 'Coriandre': 'Quelques feuilles', ""Huile d'olive"": '4 c. à soupe', 'Vinaigre de cidre': '3 c. à café', 'Sel poivre': ''}",Total :15 min,Total :15 min,"Étape 1Pelez, dénoyautez l’avocat et détaillez sa chair en dés. Lavez, égrainez et émincez les poivrons et les tomates.
Étape 2Lavez et ciselez la coriandre. Égouttez les sardines et émiettez-les grossièrement à la fourchette.
Étape 3Dans un saladier, mélangez le quinoa, les graines, les tomates, les poivrons, la coriandre, le maïs et les sardines.
Étape 4Dans un bol, émulsionnez l’huile et le vinaigre, salez et poivrez. Versez dans le saladier et tournez pour bien mélanger.
Étape 5Versez dans des bols et répartissez les dés d’avocat sur le dessus.
Étape 6Servez.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2016/07/29/i102525-quinoa-bowl-complet-sardines-et-avocat.jpg', 'alt': 'Quinoa bowl complet sardines et avocat'}, 'fichiers_telecharges': ['images_tartiflette\\i102525-quinoa-bowl-complet-sardines-et-avocat.jpg']}"
"Lasagnes au saumon, poireaux et ricotta","Hum ! Les lasagnes de saumon, poireaux et ricotta sont délicieuses. Composées d'une fondue de poireau et de ricotta et de saumon, ces lasagnes sont gourmandes. Vous allez adorer les servir pour un repas entre amis.Voir plusVoir moins",Variantes,"{'Raviole(s)': '40 g', 'Saumon': '200 g', 'Poireau(x)': '2', 'Ricotta': '20 cl', 'Oignon(s)': '1', ""Huile d'olive"": '1 filet', 'Fromage': '120 g', 'Sel': '', 'Poivre': ''}",Total :45 min,Total :45 min,"Étape 1Préchauffez le four à 180°C
Étape 2Lavez et coupez les poireaux et l'oignon en petits morceaux. Coupez le saumon en petits dés.
Étape 3Dans une sauteuse, faites revenir les poireaux avec l'huile d'olive pendant 10 minutes. Ajoutez l'oignon,le poivre et le sel et la ricotta. Mélangez.
Étape 4Dans un plat à gratin, alternez des couches de poireaux-ricotta et dés de saumon et de lasagnes. Parsemez de fromage râpé.
Étape 5Enfournez pour 20 minutes","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/09/01/i142200-poireaux-et-ricotta.jpeg', 'alt': ' poireaux et ricotta'}, 'fichiers_telecharges': ['images_tartiflette\\i142200-poireaux-et-ricotta.jpeg']}"
"Salade de poulet, avocat et pamplemousse","La salade de poulet est parfaite pour des repas complets mais légers. Accompagnée d'avocats et de pamplemousses, cette salade de poulet est parfaite pour un repas froid à emporter.Voir plusVoir moins",Variantes,"{'Laitue': '8 feuilles', 'Escalope(s) de poulet': '4', 'Avocat(s)': '4', 'Pamplemousse': '2', 'Oignon(s) rouge(s)': '1', 'Vinaigre balsamique': '1 c. à soupe', ""Huile d'olive"": '2 c. à soupe', 'Sel poivre': ''}",Total :25 min,Total :25 min,"Étape 1Découpez le poulet en fines lamelles et faites-le cuire dans une poêle anti-adhésive pendant 4 min, ou jusqu'à ce que le poulet soit bien cuit et commence à dorer.
Étape 2Découpez les avocats et l'oignon rouge en fines tranches.
Étape 3Dans un petit bol, mélangez le vinaigre balsamique et l'huile d'olive, avec une pincée de sel et de poivre.
Étape 4Dans un grand saladier, mélangez le poulet, la laitue, les avocats, les pamplemousses et l'oignon rouge.
Étape 5Ajoutez la préparation de vinaigrette en filet et assaisonnez de poivre et de sel.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/09/30/i143036-salade-de-poulet-avocat-et-pamplemousse.jpeg', 'alt': 'Salade de poulet, avocat et pamplemousse'}, 'fichiers_telecharges': ['images_tartiflette\\i143036-salade-de-poulet-avocat-et-pamplemousse.jpeg']}"
Risotto aux légumes au Cookeo,"Vous adorez les risottos au Cookeo ? Avec leur cuisson parfaite, fondant et gourmand, toute la famille en raffole. Aujourd’hui, nous vous proposons une recette avec plein de légume pour votre plus grand plaisir. Place à la réalisation de votre risotto aux légumes au Cookeo.Voir plusVoir moins",Variantes,"{'Riz Arborio': '250 g', 'Blanc(s) de poireau(x)': '1', 'Carotte(s)': '2', 'Petits pois surgelés': '50 g', 'Bouillon de légumes': '50 cl', 'Crème épaisse': '2 c. à soupe', 'Parmesan': '50 g'}",Total :27 min,Total :27 min,"Étape 1Lavez et coupez le poireau en tronçons. Pelez et coupez en petits dés les carottes.
Étape 2Faites revenir 2 min en mode dorer les poireaux et le riz puis ajoutez les carottes, les petits pois, le bouillon de légumes. Lancez la cuisson sous pression pour 15 min.
Étape 3Mélangez avec la crème et le parmesan puis servir aussitôt.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/11/20/i144358-risotto-aux-legumes-au-cookeo.jpeg', 'alt': 'Risotto aux légumes au Cookeo'}, 'fichiers_telecharges': ['images_tartiflette\\i144358-risotto-aux-legumes-au-cookeo.jpeg']}"
Minestrone au Cookeo,"Venez découvrir la plus italienne des soupes. Autrefois, elle était servie au centre de la table qui lui valut son nom venant du mot italien « ministare ». Cette recette de soupe minestrone au Cookeo de Moulinex est rapide à réaliser.Voir plusVoir moins",Variantes,"{'Pâtes': '250 g', 'Macédoine': '400 g', 'Haricots blancs': '250 g', 'Branche(s) de céleri': '1 Branches', 'Concentré de tomates': '1 c. à soupe', 'Jus de tomate': '500 ml', 'Eau': '250 ml', 'Parmesan râpé': '50 g', 'Oignon(s)': '1', ""Huile d'olive"": '1 c. à soupe', 'Légume(s)': '1 cube(s)', 'Persil plat': '', 'Sel': '', 'Poivre': ''}",Total :18 min,Total :18 min,"Étape 1Lavez et coupez en tronçon la branche de céleri. Pelez et émincez l’oignon. Lavez, séchez et ciselez le persil
Étape 2Dans la cuve du Cookeo, faites revenir l’oignon dans l’huile d’olive en mode dorer
Étape 3Ajoutez les pâtes, la macédoine, les haricots blancs, le céleri, le concentré de tomate, le jus de tomate, l’eau, le cube de légumes, le sel et le poivre
Étape 4Lancez la cuisson sous pression pour 8 min
Étape 5Ajoutez le parmesan et le persil puis servez aussitôt","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/04/13/i139329-minestrone-au-cookeo.jpeg', 'alt': 'minestrone au Cookeo'}, 'fichiers_telecharges': ['images_tartiflette\\i139329-minestrone-au-cookeo.jpeg']}"
Quiche light au jambon et champignons,N/A,Variantes,"{'Farine': '250 g', 'Beurre': '150 g', 'Eau': '', 'Œuf(s)': '3', 'Fromage blanc': '200 g', 'Crème fraîche 15% MG': '1 c. à soupe', 'Jambon': '300 g', 'Champignon(s) frais': '150 g', 'Sel, poivre': '', 'Gruyère râpé': '40 g'}",Total :21 min,Total :21 min,"Étape 1Sortez le beurre 1 à 2h avant la préparation
Étape 2Faites la pâte brisée : dans un saladier, mélangez la farine ajoutez le beurre en morceaux
Étape 3Avec les doigts, malaxez la farine et le beurre pour avoir une pâte. Ajoutez de l'eau au fur et à mesure (60ml environ au total)
Étape 4Mettez la pâte prête au réfrigérateur 2 heures minimum.
Étape 5Farinez votre plan de travail, étalez la pâte et mettez là dans un moule à tarte beurré
Étape 6Ajoutez le jambon en morceaux et les champignons préalablements cuits et égouttés.
Étape 7Dans un saladier, mélangez les oeufs, avec la crème et le fromage blanc. Salez, poivrez. Versez dans le moule.
Étape 8Saupoudrez de gruyère
Étape 9Enfournez 30 min à 180°C","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2016/09/29/i69740-quiche.jpeg', 'alt': 'quiche'}, 'fichiers_telecharges': ['images_tartiflette\\i69740-quiche.jpeg']}"
Quiche légère aux courgettes et aux tomates cerises,"Une quiche légère aux courgettes composée d'une pâte brisée au beurre allégée et d'une délicieuse garniture de tomates cerises, courgette, crème fraîche et bouillon de légume. Il n'en faut pas plus pour réaliser un plat léger qui conviendra pour toute la famille.Voir plusVoir moins",Variantes,"{'Farine': '150 g', 'Farine de maïs': '50 g', 'Beurre allégé': '70 g', 'Sel': '1 pincée(s)', 'Tomate(s) cerise(s)': '300 g', 'Courgette(s)': '500 g', 'Œuf(s)': '2', 'Oignon(s)': '1', 'Crème fraîche allégée 3% de MG': '20 mg', ""Huile d'olive"": '1 c. à soupe', 'Coeur de bouillon ® MAGGI®': '1', 'Sel, poivre': ''}",Total :1 h 15 min,Total :1 h 15 min,"Étape 1Préparez d'abord la pâte. Dans un saladier, mélangez la farine et la farine de mais. Ajoutez le sel et le beurre ramolli. Mélangez. Versez progressivement un 1/2 verre d'eau sans cesser de mélanger. Malaxez à la main pour obtenir une pâte homogène.
Étape 2Formez une boule avec la pâte et recouvrez-la de papier film. Laissez reposer 1 heure à température ambiante. Ensuite, étalez la pâte avec la paume de la main sans la pétrir puis étalez-la avec un rouleau à pâtisserie fariné sur le plan de travail fariné lui aussi.
Étape 3Préchauffez le four à 180°C (th. 5). Et garnissez un moule à tarte avec la pâte. Faites-la cuire à blanc pendant 12 min.
Étape 4Dans une poêle, faites suer à feu doux les courgettes découpées en fines rondelles et ajoutez l'oignon finement émincé. En fin de cuisson, ajoutez 1 capsule de CŒUR DE BOUILLON® MAGGI® Légumes pour donner un délicieux goût cuisiné à votre mélange.
Étape 5Battez les œufs avec la crème fraîche dans un saladier. Salez et poivrez. Coupez les tomates cerises en deux. Déposez les légumes sur la pâte cuite à blanc. Versez la préparation sur les légumes et enfournez pour 25 min. Vérifier le degré de cuisson à l'aide de la pointe d'un couteau.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/02/02/i135427-recette-quiche-leger-courgette.jpeg', 'alt': 'recette-quiche-leger-courgette'}, 'fichiers_telecharges': ['images_tartiflette\\i135427-recette-quiche-leger-courgette.jpeg']}"
Quiche allégée au thon et à la crème fraîche,"Les quiches et tartes salées sont des grands classiques qui plaisent à tous. Si vous êtes soucieux de votre ligne, préparez cette délicieuse quiche allégée au thon et à la crème fraîche. Sans pâte, cette quiche ravira les papilles des petits et des grands.
Vous n’aimez pas le thon ? Remplacez-le facilement par 2 tranches de jambon blanc coupés en dés.

Valeur calorique de la recette pour 1 personne - 137 caloriesVoir plusVoir moins",N/A,"{'Œuf(s)': '4', 'Crème fraîche allégée à 3 % de matière grasse': '20 cl', 'Gruyère râpé': '1 sachet(s)', 'Thon au naturel': '1 boîte(s)', 'Beurre allégé': '1 Noisette', 'Sel': '1 pincée(s)', 'Poivre': ''}",Total :40 min,Total :40 min,"Étape 1Préchauffez le four à 150°C (thermostat 5).
Étape 2Dans un saladier, battez les œufs en omelette à l’aide d’un fouet. Ajoutez le thon égoutté et émietté, la crème fraîche allégée et mélangez. Terminez en ajoutant le gruyère râpé allégé et mélangez bien.
Étape 3Salez très légèrement, le gruyère râpé étant déjà naturellement salé.
Étape 4Beurrez soigneusement un plat à tarte avec le beurre ou la margarine. Versez-y la pâte à quiche allégée au thon et à la crème fraîche.
Étape 5Enfournez la quiche allégée au thon et à la crème fraîche pendant 30 minutes environ jusqu'à ce que le dessus soit bien doré.
Étape 6Servez cette quiche allégée au thon et à la crème fraîche bien chaude accompagnée d'une salade verte.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2013/12/20/i31085-quiche-sans-pate-au-thon.jpg', 'alt': 'Quiche sans pâte au thon '}, 'fichiers_telecharges': ['images_tartiflette\\i31085-quiche-sans-pate-au-thon.jpg']}"
Quiche diététique,"Une recette de quiche diététique pour déguster un repas complet et équilibré vous tente? C'est ce que nous vous proposons avec cette version de quiche allégée en matière grasse composée d'une pâte brisée, de gruyère râpé, de courgette et de blancs de poulet.


Valeur calorique pour 1 personne: Pâte brisée 141,8 - Blancs de poulet 64,6 kcal - Tomate 1,8 kcal - Courgette 4,2 kcal - Oignon 1,6 kcal - Gruyère 26,6 kcal - Oeufs 75,3  kcal - TOTAL: 315,9 kcalVoir plusVoir moins",N/A,"{'Pâte brisée allégée': '1', 'Blanc(s) de poulet': '2 tranche(s)', 'Tomate(s)': '1', 'Courgette(s)': '1', 'Oignon(s)': '0,5', 'Gruyère râpé': '75 g', 'Œuf(s)': '5'}",Total :1 h,Total :1 h,"Étape 1Préchauffez le four à 240 ° (th.8).
Étape 2Lavez les tomates et courgettes avant de les avoir coupés en petits morceaux. Émincez le 1/2 oignon. Faites-le revenir dans une poêle anti-adhésive avec la tomates et la courgette. Mélangez dans un saladier, les oeufs, le gruyère et le blanc de poulet coupé en petits cubes.
Étape 3Incorporez les légumes poêlés dans le saladier. Piquez la pâte après l'avoir foncé dans le moule à tarte. Ajoutez quelques pois chiches ou haricots blancs afin qu'elle ne lève pas, et précuisez-la 10 min au four.
Étape 4Enfin versez l'appareil à quiche avec les légumes et enfournez 35 min. Servez votre quiche aussitôt avec une salade.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/01/31/i135345-recette-quiche-courgette-dietetique.jpeg', 'alt': 'recette-quiche-courgette-dietetique'}, 'fichiers_telecharges': ['images_tartiflette\\i135345-recette-quiche-courgette-dietetique.jpeg']}"
Quiche lorraine légère,"Quand on pense à la cuisine minceur, on pense à une cuisine fade, sans goût. Une cuisine qui servirait juste à se nourrir sans jamais prendre de plaisir. 
Eh bien, chez CuisineAZ, on ne voit pas la cuisine minceur de cet œil. On pense qu’il faut, cuisine minceur ou non, toujours avoir du plaisir lorsque l’on mange, que ce soit un apéritif, un plat ou un dessert. C’est pourquoi nous vous proposons cette recette de quiche lorraine légère. 
Notre quiche lorraine légère ne contient que 170 calories par part. Vous pouvez donc vous faire plaisir !Voir plusVoir moins",N/A,"{'Farine': '150 g', 'Maïzena': '150 g', 'Beurre allégé': '150 g', 'Lait écrémé': '8 cl', 'Sel': '', 'Œuf(s)': '3', 'Volaille': '200 g', 'Emmental râpé': '70 g', 'Crème fraîche allégée à 3% de MG': '20 mg', 'Noix de muscade': '', 'Cerfeuil': '', 'Poivre': ''}",Total :30 min,Total :30 min,"Étape 1Pour réaliser cette quiche lorraine, commencez par préchauffer votre four à 180°C (th.6).
Étape 2Puis préparez la pâte brisée. Mélangez la farine, la Maïzena et le sel dans un saladier. Ajoutez le beurre mou et agglomérez le tout à l'aide de vos mains tout en ajoutant progressivement le lait tiédi. Travaillez la pâte jusqu'à obtenir une texture homogène.
Étape 3Préparez la garniture. Déposez la pâte dans un moule à tarte recouvert de papier sulfurisé. Piquez le fond à l’aide d’une fourchette. Dans une poêle, faites revenir les lardons de volaille sans ajouter de matières grasses. Répartissez les lardons sur le fond en appuyant légèrement pour qu'ils restent pris dans la pâte.
Étape 4Dans un saladier, battez les œufs et la crème fraîche. Poivrez et ajoutez une pincée de noix de muscade. Versez le mélange sur la pâte et parsemez d’emmental puis enfournez le tout 30 min environ. Votre quiche lorraine légère est maintenant prête ! Servez chaud, avec quelques feuilles de cerfeuil et une salade verte.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/01/31/i135370-recette-quiche-lorraine-legere.jpeg', 'alt': 'recette-quiche-lorraine-legere'}, 'fichiers_telecharges': ['images_tartiflette\\i135370-recette-quiche-lorraine-legere.jpeg']}"
Quiche light au saumon fumé et moutarde,"On revisite la célèbre quiche lorraine avec cette recette de quiche light au saumon. Même pendant un régime, il est important de manger du poisson qui apporte tous les nutriments nécessaires à notre bien-être. Facile et rapide à réaliser, cette quiche à la fois gourmande et aérienne est idéale pour un dîner léger et diététique. Ne vous en privez pas.Voir plusVoir moins",Variantes,"{'Pâte(s) feuilletée(s)': '1', 'Saumon fumé': '150 g', 'Moutarde': '2 c. à soupe', 'Œuf(s)': '3', 'Tomate(s)': '2', 'Crème fraîche semi-épaisse': '20 cl', 'Gruyère râpé': '', 'Herbes de provence': '', 'Sel poivre': ''}",Total :55 min,Total :55 min,"Étape 1Préchauffez le four à 180°C (th.6). Étalez la pâte feuilletée dans un moule à tarte puis avec une fourchette, piquez-en le fond de tarte. Enfournez à blanc pendant 5 min pour la précuire. Sortez la pâte feuilletée du four puis étalez la moutarde sur le fond de tarte. Réservez.
Étape 2Sur une planche de cuisine, coupez de fines tranches de saumon fumé (Si vous avez du saumon en boîte, vous aurez du saumon émietté). Lavez les tomates puis coupez-les en rondelles. Réservez. Dans un saladier, battez les oeufs avec une pincée de sel puis ajoutez la crème fraîche, 2 poignées de gruyère râpé et des herbes de provence. Mélangez puis salez, poivrez à votre convenance.
Étape 3Sur le fond de tarte à la moutarde, disposez des tranches de saumon puis des rondelles de tomates. Versez alors la préparation aux oeufs/crème fraîche. Enfournez et laissez cuire 30 min à 180° (th.6) jusqu'à ce que votre quiche soit bien dorée. À la sortie du four, laissez tiédir 10 min avant de servir. Accompagnez votre quiche light au saumon d'une salade verte.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/03/19/i138263-quiche-light-au-saumon-fume-et-moutarde.jpeg', 'alt': 'Quiche light au saumon fumé et moutarde'}, 'fichiers_telecharges': ['images_tartiflette\\i138263-quiche-light-au-saumon-fume-et-moutarde.jpeg']}"
Quiche light aux courgettes sans pâte,"Ce soir, c'est repas léger et diététique pour mon régime minceur. Découvrez la quiche light aux courgettes sans matières grasses. Facile et rapide à réaliser, cette très bonne quiche légère ravira vos convives et vous-même pendant le déjeuner ou le dîner. Composée de légumes du soleil, cette quiche d'été se déguste parfaitement avec une salade verte.Voir plusVoir moins",Variantes,"{'Pâte(s) brisée(s)': '1', 'Œuf(s)': '2', 'Courgette(s)': '2', 'Soja': '20 cl', 'Crème fraîche semi-épaisse': '20 cl', 'Poivron(s) rouge(s)': '0,5', 'Poivron(s) jaune(s)': '0,5', 'Oignon(s) rouge(s)': '2', 'Tomate(s)': '1', 'Parmesan': '2 poignée(s)', 'Herbes de provence': '', 'Noix de muscade': '', 'Sel poivre': ''}",Total :1 h,Total :1 h,"Étape 1Préchauffez le four à th.6 (180°C). Lavez les courgettes et les poivrons à l’eau claire. Épépinez les poivrons, retirez les membranes blanches, puis coupez en fines lamelles. Coupez les courgettes en fines rondelles. Épluchez l'oignon et émincez-le. Dans une poêle, faites revenir les légumes avec un filet d'huile d'olive pendant 5 min. Plongez ensuite la tomate mondée dans de l’eau bouillante, puis épluchez-la. Coupez-la en rondelles. Réservez le tout.
Étape 2Dans un saladier, battez les oeufs puis ajouter la crème fraîche et le soja. Ajoutez la noix de muscade râpée, les herbes de provence puis salez et poivrez à votre convenance. Mélangez le tout. Incorporez alors le fromage râpé. Mélangez de nouveau. Réservez.
Étape 3Déroulez une pâte brisée et mettez-la dans un moule à tarte. Piquez-la à l'aide d'une fourchette. Répartissez ensuite les légumes précuits dans le fond de tarte. Versez ensuite le mélange aux œufs et étalez-le de façon homogène. Ajoutez ensuite les rondelles de tomates par dessus.  Enfournez et laissez cuire pendant 35 min à 180° (th.6).","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2018/03/19/i137223-quiche-light-aux-courgettes-sans-pate.jpeg', 'alt': 'Quiche light aux courgettes sans pâte'}, 'fichiers_telecharges': ['images_tartiflette\\i137223-quiche-light-aux-courgettes-sans-pate.jpeg']}"
Compote de pomme express au micro-ondes,N/A,Variantes,"{'Pomme(s)': '4', 'Vanille': '1 gousse(s)', 'Sucre': '', 'Cannelle': '1 pincée(s)'}",Total :20 min,Total :20 min,"Étape 1Épluchez les pommes, retirez le cœur et les pépins, puis détaillez-les en dés. Déposez-les dans un plat qui passe au micro-ondes, saupoudrez de sucre et de cannelle, puis mélangez.
Étape 2Déposez sur le dessus la gousse de vanille fendue en deux dans la longueur. Ajoutez 1/2 verre d'eau. Couvrez le plat de film alimentaire (ou d'un couvercle adapté) et lancez 10 minutes de cuisson.
Étape 3Laissez reposer 5 minutes, mélangez, puis relancez pour 5 à 10 minutes, selon votre micro-ondes et l'avancement de la compote. En fin de cuisson, découvrez, écrasez à la fourchette et servez!","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2015/10/30/i91339-compote-de-pomme-express-au-micro-ondes.jpg', 'alt': 'Compote de pomme express au micro-ondes'}, 'fichiers_telecharges': ['images_tartiflette\\i91339-compote-de-pomme-express-au-micro-ondes.jpg']}"
"Salade de quinoa au bacon, chèvre et potimarron d’hiver",N/A,Variantes,"{'Quinoa': '200 g', 'Potimarron': '1', 'Chèvre frais': '200 g', 'Bacon': '8 tranche(s)', 'Oignon(s)': '2', 'Vinaigre de noix': '3 c. à soupe', 'Huile de noix': '6 c. à soupe', 'Persil': 'brin(s)', ""Huile d'olive"": '', 'Sel, poivre': ''}",Total :45 min,Total :45 min,"Étape 1Préchauffez le four à 220°C (th.7).
Étape 2Coupez le potimarron, retirez les graines et la peau. Coupez la chair en dés et déposez-les sur une plaque de four recouverte de papier de cuisson.
Étape 3Pelez et hachez l’oignon. Parsemez-en les dés de potimarron, arrosez d’huile d’olive, salez, poivrez et enfournez pour 20 minutes.
Étape 4Pendant ce temps, faites cuire le quinoa 10 minutes dans une casserole d’eau salée, ou selon les instructions du paquet. Égouttez et laissez refroidir.
Étape 5Lavez et ciselez le persil. Détaillez le chèvre en dés. Émincez le bacon en allumettes et faites-les griller dans une poêle, sans graissage, jusqu’à ce qu’elles soient bien croustillantes.
Étape 6Dans un bol, mélangez l’huile et le vinaigre de noix. Émulsionnez, salez, poivrez et ajoutez le persil ciselé.
Étape 7Dans un saladier, mélangez le quinoa refroidi, les dés de potimarron aux oignons, les dés de chèvre et les allumettes de bacon. Arrosez avec la sauce et tournez délicatement.
Étape 8Servez frais !","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2015/12/03/i82389-salade-de-quinoa-au-bacon-chevre-et-potimarron-d-hiver.jpg', 'alt': 'Salade de quinoa au bacon, chèvre et potimarron d’hiver'}, 'fichiers_telecharges': ['images_tartiflette\\i82389-salade-de-quinoa-au-bacon-chevre-et-potimarron-d-hiver.jpg']}"
Joue de lotte au curry,"Si le curry de poisson est un classique de la cuisine facile, les joues de lotte au curry en sont une variante aussi gourmande qu’originale. Leur truc en plus ? Elles cuisent vite, combinent saveurs délicates et texture fondante sous une sauce onctueuse à la couleur ensoleillée. Le tout, avec le parfum doucement sucré du lait de coco pour sublimer la recette !Voir plusVoir moins",N/A,"{'Lotte': '600 g', 'Lait de coco': '10 cl', 'Citron(s) vert(s)': '2', 'Curry': '2 c. à café', 'Piment rouge': '0,5', ""Huile d'olive"": '1 c. à soupe', 'Sel': '1 c. à café', 'Basilic frais': '', 'Sel, poivre': ''}",Total :25 min,Total :25 min,"Étape 1Épépinez et émincez le piment. Prélevez le zeste d'un citron et pressez les deux. Placez les joues de lotte dans un plat avec le jus des citrons, le piment, le curry et le sel. Mélangez et laissez mariner 1h au frais.
Étape 2Faites chauffer l'huile dans une poêle et faites-y revenir les joues de lotte égouttées, environ 4 min sur chaque face. Ajoutez le lait de coco, le zeste de citron et la marinade. Mélangez, salez, poivrez et parsemez de coriandre ou de basilic. Servez avec du riz.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2019/11/04/i150650-joue-de-lotte-au-curry.jpeg', 'alt': 'Joue de lotte au curry'}, 'fichiers_telecharges': ['images_tartiflette\\i150650-joue-de-lotte-au-curry.jpeg']}"
Frittata aux épinards et aux champignons,N/A,N/A,"{""Pousse(s) d'épinard"": '2 poignée(s)', 'Champignon(s) de paris': '250 g', 'Œuf(s)': '8', 'Ricotta': '250 g', 'Basilic': '2 c. à soupe', ""Huile d'olive"": '2 c. à soupe', 'Sel poivre': ''}",Total :40 min,Total :40 min,"Étape 1Lavez et séchez les pousses d’épinards. Nettoyez et épongez les champignons de Paris puis émincez-les finement.
Étape 2Faites chauffer l'huile d'olive dans une poêle sur feu moyen. Jetez-y les pousses d'épinards et le basilic ciselé. Laissez cuire 1 à 2 min en mélangeant bien. Ajoutez les lamelles de champignons. Continuez la cuisson encore 2 à 3 min jusqu'à ce qu'ils aient rendu toute leur eau.
Étape 3Pendant ce temps, battez les oeufs avec la ricotta, du sel et du poivre dans un saladier. Versez le tout sur les légumes dans la poêle et laissez cuire 10 minutes.
Étape 4Retournez la frittata à l'aide d'une grande assiette et poursuivez la cuisson encore 10 minutes. Servez chaud accompagné d'une salade verte assaisonnée.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2016/05/09/i93652-frittata-aux-epinards-et-aux-champignons.jpg', 'alt': 'menu Batch Cooking du 1er avril au 5 avril'}, 'fichiers_telecharges': ['images_tartiflette\\i93652-frittata-aux-epinards-et-aux-champignons.jpg']}"
Tian de légumes à la provençale,"L’été sonne le grand retour des grillades au barbecue. Quoi de mieux qu'un tian de légumes à la provençale pour les accompagner ? Épatez vos convives avec une mosaïque colorée composée de belles tomates, de courgettes vertes et jaunes, d’aubergines, d’oignon, de poivron, d’un peu d'herbes de Provence, le tout arrosé bien sûr d’un généreux filet huile d’olive. Une recette facile, rapide et très vitaminée prête en un tour de four !Voir plusVoir moins",Variantes,"{'Tomate(s)': '4', 'Courgette verte': '2', 'Courgette jaune(s)': '2', 'Aubergine(s)': '2', 'Poivron(s) jaune(s)': '1', 'Oignon(s)': '1', 'Ail': '4 gousse(s)', 'Persil ciselé': '0,5 bouquet(s)', 'Laurier': '2 feuilles', 'Thym frais': '1 branche(s)', 'Romarin': '1 branche(s)', 'Basilic': '8 feuilles', ""Huile d'olive"": '4 c. à soupe', 'Gros sel': '1 c. à soupe', 'Sel fin': '1 pincée(s)', 'Poivre du moulin': '1 pincée(s)'}",Total :1 h 30 min,Total :1 h 30 min,"Étape 1Préchauffez votre four th.6 (180°C). Lavez les aubergines. Découpez-les en rondelles et placez-les à dégorger dans un saladier avec le gros sel pendant environ 20 min. Pendant ce temps, lavez le reste des légumes, épluchez-les et coupez-les en fines rondelles (sauf le poivron jaune que vous détaillerez en lanières). Au bout de 20 min, enlevez le sel des aubergines, rincez-les à l'eau froide et essuyez-les. Badigeonnez-les d'huile d'olive.
Étape 2Frottez un plat à four avec l’une des gousses d'ail et coupez les 3 autres en 4. Répartissez-les dans le fond du plat avec un filet d'huile d'olive. Disposez les rondelles de légumes en rangées, en les couchant légèrement et en les serrant bien. Ajoutez tous les légumes en les alternant : tomate, aubergine, courgette jaune et courgette verte, oignon et poivron jaune.
Étape 3Versez un filet d'huile d'olive et parsemez de persil, de thym, de romarin. Ajoutez le laurier. Salez et poivrez. Enfournez le tian de légumes à la provençale pour environ 1 heure. Les légumes doivent être bien fondants.
Étape 4À la sortie du four, décorez votre tian provençal de feuilles de basilic et servez-le bien chaud, en accompagnement de grillades par exemple.","{'sources': [], 'image_principale': {'url': 'https://img.cuisineaz.com/660x495/2019/08/07/i149736-tian-de-legumes-a-la-provencale.jpeg', 'alt': 'Tian de légumes à la provençale'}, 'fichiers_telecharges': ['images_tartiflette\\i149736-tian-de-legumes-a-la-provencale.jpeg']}"
